Row.names,Class,Probability,Group,p1p1x,p2p2x,h_cgvc,ang_NHs,ang_CHs,dist_NH,dist_CH,h_scvc,DFGStatus
1H01_A,codi,0.995,,0.307078421,0.428480417,0.125203174,98.50471789,70.09813322,16.57305908,12.79054165,-0.009066034,1
1H07_A,codi,0.984,,0.232323781,0.418385834,0.283046438,98.23997142,66.46849078,16.37620163,13.05966949,0.163326865,1
1H08_A,codi,0.981,,0.205127016,0.46735698,0.235477776,86.81709736,59.36137885,16.16278839,12.87418079,0.114694259,1
1H0V_A,codi,0.999,,0.233278781,0.442058414,0.211360512,130.9171628,109.1533396,16.47766495,12.75522232,0.077275921,1
1H0W_A,codi,0.999,,0.238121122,0.506489992,0.197606283,128.328395,110.4479645,16.37308693,12.99317455,0.072307309,1
1H1P_A,cidi,1,,0.927426398,0.920796871,0.956575752,19.67080673,17.55872693,11.29664135,7.677161694,0.978573731,1
1H1Q_A,cidi,1,,0.88016814,0.908071458,0.969466299,31.431025,17.24622593,11.4064703,8.047915459,0.979331996,1
1H1R_A,cidi,0.938,,0.853535891,0.851862848,0.972950379,62.93280168,17.04513292,11.39697361,8.08135128,0.971824722,1
1H1S_A,cidi,1,,0.88892138,0.89240855,0.970329164,31.04560491,20.92165113,11.35943794,8.252242088,0.981980636,1
1H1W_A,cidi,0.999,,0.89807266,0.925635099,0.990182143,25.20821554,30.51114315,11.30379868,7.326203823,0.988525572,1
1H24_A,cidi,1,,0.886238039,0.916877806,0.965852782,22.18008436,23.53408541,11.65759659,7.700814247,0.979872034,1
1H25_A,cidi,1,,0.833291292,0.888436258,0.980104096,27.21013198,23.17060856,11.60336971,7.928019047,0.990497831,1
1H26_A,cidi,0.976,,0.867763817,0.870748162,0.968276342,27.24931099,22.53709757,11.36001682,7.750197411,0.971263387,1
1H27_A,cidi,1,,0.911488235,0.897004902,0.973779957,50.92600841,10.59344341,11.56317329,7.696649551,0.980127667,1
1H28_A,cidi,0.96,,0.823574662,0.853104353,0.985959664,53.56076457,14.58692339,11.35542965,8.225669861,0.96442872,1
1H4L_A,cidi,0.992,,0.295322955,0.900009334,0.93221423,29.70452319,9.244042506,11.69894218,7.630148888,0.971656752,1
1H8F_A,cidi,1,,0.92377001,0.912649333,0.988501861,34.34159499,13.49165172,11.34237099,8.754511833,0.997945755,1
1HCK_A,codi,1,,0.214705244,0.462378383,0.012599905,121.9140084,106.8236547,16.09249306,12.66106224,-0.074771988,1
1HCL_A,codi,1,,0.238372803,0.429643601,0.115985526,133.4446557,114.9638105,16.30281639,12.73139191,0.053564931,1
1HOW_A,cidi,0.959,,0.918892145,0.901944041,0.963914231,51.93875949,4.000854214,11.25677967,9.318457603,0.987380902,1
1IA8_A,cidi,1,,0.922951519,0.928348601,0.97999605,35.7251501,25.49608674,11.51603317,8.314330101,0.996567165,1
1IEP_A,cido,0.995,,-0.697465718,-0.775959551,0.941697863,40.35088014,26.17932758,10.9662571,9.736136436,0.985345553,0
1IG1_A,cidi,1,,0.955509484,0.927168369,0.985017607,35.22160319,20.7634697,11.58454609,8.576402664,0.999640791,1
1IRK_A,other,0.831,,-0.244506687,-0.454856157,0.527371191,66.86222939,85.98007317,11.52682781,13.80705357,0.624831869,2
1J1B_A,cidi,1,,0.950829387,0.922426462,0.984679682,42.65842922,18.51531431,11.06892109,8.224795341,0.998636003,1
1J1C_A,cidi,1,,0.945324838,0.924774647,0.986508332,29.35582846,17.98091826,11.10642815,8.213963509,0.998806188,1
1J3H_A,cidi,0.989,,0.930848837,0.865398407,0.957521453,36.40640917,15.93917591,12.6598835,7.996484756,0.987180607,1
1JAM_A,cidi,1,,0.919575274,0.931433916,0.988925676,36.59721369,22.55694085,12.09351826,8.450032234,0.994418982,1
1JBP_E,cidi,1,,0.947076917,0.905092537,0.983280032,36.23993454,20.52760774,11.47227478,8.018651962,0.995889167,1
1JKL_A,cidi,1,,0.9501068,0.924970329,0.98783743,36.2202594,19.7865179,11.67328262,8.611608505,0.999630613,1
1JKS_A,cidi,1,,0.927146077,0.920305967,0.989648476,31.99291531,19.4413637,11.80718803,8.636629105,0.999598583,1
1JKT_A,cidi,0.994,,0.656040013,0.918678939,0.976380097,67.98229995,21.39461216,12.25289059,8.569716454,0.992857992,1
1JLU_E,cidi,1,,0.934239924,0.905224085,0.975967262,48.54240681,24.48460304,11.5008049,7.909331799,0.994035315,1
1JNK_A,cidi,0.973,,0.807695925,0.581673741,0.909471654,32.29986729,28.17594371,12.29225922,6.774438858,0.975953292,1
1JOW_B,cidi,1,,0.904272258,0.883648396,0.987193646,24.08908487,10.16142303,11.92797852,7.308143616,0.998318783,1
1JQH_A,codi,0.526,,0.603006721,0.763376534,0.726329971,39.25541046,51.92604386,11.89811039,9.515909195,0.803271297,1
1JST_A,cidi,1,,0.928914011,0.900265455,0.972293316,25.81338501,13.26163344,11.45925426,7.762917519,0.984983258,1
1JSV_A,codi,1,,0.178656891,0.436124474,0.088208505,126.7736912,111.7650861,16.39941978,12.74082375,0.107302058,1
1JVP_P,codi,0.999,,0.512958229,0.698991239,0.098238303,123.3336992,87.22618043,16.18289566,13.26794815,0.177567481,1
1JWH_A,cidi,1,,0.552771032,0.92700547,0.999860001,35.27979483,14.6284405,12.04540539,8.567580223,0.988723692,1
1K2P_A,codi,0.764,,0.289716065,0.883227766,0.448638351,100.2105074,77.81613823,15.08789825,12.96838379,0.596407034,1
1K3A_A,cidi,0.973,,0.920195162,0.92310214,0.833753511,45.31683881,21.88411003,11.46584797,8.381306648,0.91211071,1
1K9A_A,cidi,1,,0.905255079,0.939742565,0.960614638,41.24426124,18.49442335,10.6628437,8.501387596,0.990197022,1
1KE6_A,codi,0.997,,0.365546167,0.615235806,-0.025544838,108.9516479,87.02216201,16.32476997,13.04163361,-0.075739789,1
1KE7_A,codi,0.997,,0.354921222,0.628602087,-0.006850738,107.9897656,89.12926493,16.31093979,13.10981274,-0.058195047,1
1KE8_A,codi,1,,0.305275381,0.633200467,0.048286338,121.8312561,107.2173616,16.17839241,13.15162849,0.01610093,1
1KE9_A,codi,1,,0.37331596,0.608430326,0.121816768,134.560594,100.8941699,15.91073895,12.75742722,0.052063027,1
1KOA_A,cidi,0.966,,0.754195452,0.916490316,0.989092529,55.94912984,24.39831163,12.47006512,9.323563576,0.994596935,1
1KSW_A,codi,0.967,,0.257592559,0.736200392,0.704565129,106.7555915,68.36208505,15.67879486,12.09444141,0.587184576,1
1KV1_A,cido,0.998,,-0.790503144,-0.787458003,0.982854398,12.15681612,48.43893633,11.46247482,9.675520897,0.991128903,0
1KV2_A,cido,0.99,,-0.757688105,-0.613909602,0.985855149,11.99849039,49.51162575,11.0250473,9.982783318,0.991032267,0
1KWP_A,cidi,0.963,,0.942546964,0.884247482,0.911061251,73.98930902,44.37813757,12.78005028,9.259238243,0.98513118,1
1L3R_E,cidi,0.981,,0.935958922,0.872461498,0.98681669,37.90712091,23.84593802,11.55135536,7.940112114,0.999737305,1
1LEW_A,cidi,0.944,,0.485188335,0.789187551,0.999019536,13.62912021,46.21871037,12.27888298,9.76169014,0.988370842,1
1LEZ_A,cidi,0.938,,0.401918858,0.796946287,0.991473483,16.34532243,45.41017024,12.3638525,9.752558708,0.968318693,1
1LP4_A,cidi,1,,0.928508639,0.935124993,0.991408041,27.66881186,23.32253209,11.59019947,8.329220772,0.998104405,1
1LPU_A,cidi,0.999,,0.882601917,0.920341969,0.985897802,30.38893246,24.21489282,11.86250114,8.522814751,0.991452758,1
1LR4_A,cidi,1,,0.880286336,0.930728853,0.990627318,28.73997119,24.52557115,12.00019741,8.494473457,0.994766407,1
1LUF_A,cido,0.406,,-0.444214582,-0.500430465,0.808178966,49.5976566,43.73814307,11.38608646,10.1869936,0.890949604,0
1M14_A,cidi,1,,0.897830427,0.931172848,0.942761275,38.58868248,27.19716384,11.56808853,8.220006943,0.984272029,1
1M17_A,cidi,1,,0.512609363,0.933072448,0.96424227,36.0873402,18.17665571,11.04461193,8.037620544,0.990869574,1
1M2R_A,cidi,1,,0.897159636,0.931274235,0.994947911,47.5526682,25.10423664,12.21623898,8.534621239,0.996217738,1
1M7Q_A,cidi,0.962,,0.457692415,0.851891398,0.986683688,19.16915771,51.05841498,12.00056934,8.919161797,0.980272528,1
1MQ4_A,cidi,1,,0.912742436,0.903146565,0.974033397,25.17219462,18.03024896,11.74896908,7.103845119,0.993427577,1
1MQB_A,cidi,1,,0.913722634,0.929326355,0.936076009,29.32940917,33.75317536,11.04623795,8.050398827,0.946205914,1
1MRU_A,cidi,1,,0.855666518,0.921389461,0.89489309,39.24288198,25.11532393,11.09750748,8.570080757,0.968208308,1
1NA7_A,cidi,1,,0.951398671,0.935691595,0.987159095,32.54644929,25.78585598,11.80461216,8.831305504,0.991116344,1
1NVQ_A,cidi,1,,0.924169302,0.907041669,0.992164322,34.75265258,26.73475141,11.23353481,8.588618279,0.996831596,1
1NVR_A,cidi,0.999,,0.919524193,0.918397486,0.982500325,36.70174327,26.33269145,11.52857494,8.664103508,0.997616524,1
1NVS_A,cidi,0.999,,0.899499655,0.923660815,0.980798425,41.08432731,24.38850054,11.53361893,8.373753548,0.995111903,1
1NXK_A,cidi,1,,0.851157963,0.90923506,0.98293897,30.55887334,30.55887334,8.831849098,8.831849098,0.960959207,1
1NY3_A,cidi,0.979,,0.95726192,0.933357716,0.947064719,63.42713422,30.67803723,12.2792902,9.178442955,0.944264396,1
1O6K_A,cidi,1,,0.935501695,0.920866609,0.996405732,29.00123391,14.94220962,11.22662735,7.842692852,0.998829422,1
1O6L_A,cidi,1,,0.935624957,0.923055112,0.996132267,31.73809087,26.00921169,11.28797531,7.871299267,0.998924715,1
1O6Y_A,cidi,0.999,,0.942296207,0.924211621,0.965870698,31.41274282,28.76004602,10.73057652,7.688037872,0.987993761,1
1O9U_A,cidi,1,,0.930503905,0.91736269,0.992619074,31.73498665,13.28079755,11.43256855,8.523511887,0.994679516,1
1OB3_A,codi,0.995,,0.250638872,0.443041861,-0.203659312,125.0469675,95.84089554,16.20942497,12.64946747,-0.212333798,1
1OGU_A,cidi,1,,0.867806792,0.900589585,0.961104236,33.43528554,7.640770689,11.38701344,7.760432243,0.975517273,1
1OI9_A,cidi,0.999,,0.888243437,0.894347429,0.968197347,29.91188097,19.87569873,11.29780293,7.883811474,0.981669345,1
1OIQ_A,codi,0.999,,0.323856175,0.472471386,0.297945919,131.7550751,109.1336578,15.9291563,13.16474247,0.17568035,1
1OIR_A,codi,0.996,,0.274495959,0.469481111,-0.174605344,138.8114647,124.7473087,16.58607292,12.70719528,-0.245560349,1
1OIU_A,cidi,1,,0.886761785,0.897554576,0.963367461,34.6104233,15.62873992,11.32908821,7.908230305,0.976419246,1
1OIY_A,cidi,1,,0.893860996,0.887481093,0.971810476,29.10030938,18.84558902,11.31628799,7.794131279,0.98251684,1
1OKV_A,cidi,0.997,,0.394851297,0.882299781,0.941176577,33.13634066,19.78145021,11.64249516,7.03405714,0.949921958,1
1OKW_A,cidi,0.999,,0.795060456,0.896856546,0.935308369,32.1721219,22.34879862,11.83263779,7.445100784,0.954164024,1
1OKY_A,cidi,1,,0.913854837,0.918524086,0.995232079,41.73655729,19.3889793,11.31769753,7.75786972,0.994964362,1
1OKZ_A,cidi,1,,0.913110375,0.925239384,0.999507489,51.58601856,17.37115354,11.35018826,8.180931091,0.992143244,1
1OL2_A,cidi,1,,0.856953621,0.895048559,0.939695648,28.64594528,19.0047938,11.13042355,7.233007908,0.962619662,1
1OL5_A,cidi,1,,0.92392534,0.901996434,0.966228653,42.20452349,12.676449,12.07194519,7.413238049,0.992137514,1
1OL6_A,cidi,0.911,,0.251929164,0.90640676,0.948264784,46.59125182,29.4463518,12.67533398,7.396364689,0.992919073,1
1OL7_A,cidi,1,,0.925890207,0.895139456,0.978772696,37.71228786,17.50497643,12.13443565,7.393648624,0.996678989,1
1OM1_A,cidi,1,,0.896393359,0.926332355,0.989228708,46.39923921,23.74757386,12.00456619,8.51520443,0.994194994,1
1OMW_A,cidi,0.999,,0.81049335,0.922717988,0.925082937,37.78255583,18.95258703,11.58419514,7.778548241,0.948091621,1
1OPJ_A,cido,1,,-0.705073297,-0.787601948,0.958080816,39.45037246,23.89537459,10.84483337,9.772829056,0.983892551,0
1OPK_A,other,0.879,,-0.071810506,-0.722320676,0.957387434,34.38217408,47.69983879,10.58388424,8.553523064,0.982582939,2
1OPL_A,other,0.889,,-0.072009131,-0.72149837,0.958590174,40.53849261,40.77631601,10.57813931,8.630148888,0.983213049,2
1OUK_A,cidi,0.977,,0.534389615,0.844534099,0.999310399,18.38475777,29.08065357,12.04542065,8.794452667,0.988165179,1
1OVE_A,cidi,0.926,,0.262637645,0.690719247,0.994609362,15.08140959,44.4150463,11.58185291,8.592308044,0.988567626,1
1OZ1_A,cidi,0.958,,0.521999002,0.87244457,0.994101981,29.25695276,52.99401517,12.09961033,9.095644951,0.978986127,1
1P14_A,codi,0.754,,0.299798101,0.825558245,0.605392092,116.8981223,132.6887265,11.5751009,10.41777325,0.717321523,1
1P2A_A,codi,0.987,,0.726181626,0.770458758,0.12805606,104.8920028,74.6687035,16.10757637,13.49636269,0.278634646,1
1P4F_A,cidi,1,,0.921526134,0.910737574,0.993207861,34.32933591,18.99951363,12.13298512,8.594878197,0.998470061,1
1P4O_A,codi,0.59,,0.377408892,0.536826015,0.714068718,125.2549303,107.2485309,11.89458275,9.181505203,0.67086225,1
1P5E_A,cidi,1,,0.905319035,0.905742705,0.968287382,26.2135845,22.58976107,11.20699787,7.440635681,0.977665682,1
1PF8_A,codi,0.994,,0.790369987,0.802019119,0.18429496,129.1584357,99.05253126,16.03566551,12.9355135,0.293274421,1
1PHK_A,cidi,1,,0.938769877,0.926440895,0.991009668,63.14300344,13.25780734,11.57590008,8.130944252,0.999930708,1
1PJK_A,cidi,0.996,,0.927816987,0.925261259,0.99802348,57.07623905,31.94821763,11.45811939,8.490357399,0.995812535,1
1PKD_A,cidi,0.998,,0.916933298,0.892118275,0.968625362,53.80551882,13.78574344,11.56787491,7.665960312,0.973093855,1
1PME_A,cidi,0.999,,0.90839541,0.919350207,0.953188997,28.59279438,12.22579699,12.54531193,7.630998135,0.977148062,1
1PMN_A,cidi,0.916,,0.765090227,0.48496449,0.857508757,34.12230759,23.01264645,13.09935379,7.031292915,0.904742056,1
1PMU_A,cidi,0.971,,0.862751961,0.558122575,0.888355038,34.06695115,19.17407544,11.88568687,6.767930031,0.917616863,1
1PMV_A,cidi,0.919,,0.81888485,0.524933159,0.859922414,31.13241521,11.86831053,12.53933334,6.559427738,0.889870969,1
1PW2_A,codi,0.98,,0.245842814,0.412573069,0.071261572,110.269162,86.75697323,16.27950478,12.70297432,0.062873739,1
1PXI_A,codi,0.997,,0.227030516,0.420155317,0.045544761,107.6386958,89.66063561,16.31572723,12.82397938,-0.014496977,1
1PXJ_A,codi,0.976,,0.207022816,0.413857907,0.09102152,106.8212525,92.50515477,16.35202789,12.72785759,-0.012480121,1
1PXK_A,codi,0.971,,0.156665653,0.410997033,-0.075003492,97.1116527,76.4760144,16.30835152,13.01380348,-0.200905525,1
1PXM_A,codi,1,,0.314359158,0.482048124,0.267121383,142.2608435,103.3599881,16.07063675,12.80037689,0.142617903,1
1PXN_A,codi,0.929,,0.18962954,0.381706297,-0.121270425,107.5699234,89.91385075,16.54424477,12.53423882,-0.227786865,1
1PXO_A,codi,0.996,,0.281043828,0.50696826,-0.028896338,156.0899311,128.1370322,16.23208427,12.9565773,-0.10479264,1
1PXP_A,codi,0.994,,0.239079893,0.50530231,-0.129031068,140.8363049,131.9123427,16.20523262,12.96427059,-0.194519238,1
1PY5_A,cidi,0.867,,0.233812168,0.932126462,0.930882307,25.53520806,21.57455173,10.52991295,7.750097275,0.966861251,1
1PYE_A,codi,0.992,,0.808206141,0.762779593,0.256389194,140.6267501,109.6639209,16.27657509,13.5699873,0.383269282,1
1PYX_A,cidi,1,,0.937221527,0.926557422,0.987621409,34.25310528,20.33504183,10.91111851,8.111567497,0.998850735,1
1Q24_A,cidi,1,,0.92586112,0.902042389,0.986997034,36.38004033,19.30045103,11.37776661,7.892445564,0.999304302,1
1Q3D_A,cidi,1,,0.948202133,0.913580418,0.983302722,45.00663009,15.31882503,11.32316399,8.751634598,0.994158469,1
1Q3W_A,cidi,1,,0.936447799,0.921145082,0.96817414,34.71573562,21.47058086,10.94206619,8.590842247,0.996629201,1
1Q41_A,cidi,1,,0.954392552,0.920508504,0.956826609,28.45358636,21.13774802,10.76527977,8.156229973,0.98163213,1
1Q4L_A,cidi,1,,0.917754889,0.9228971,0.968236932,40.10136746,18.29301935,11.12097645,8.666427612,0.99121797,1
1Q5K_A,cidi,1,,0.950074077,0.913234174,0.96929225,27.2125324,20.91394885,10.82721424,8.328723907,0.992393164,1
1Q61_A,cidi,1,,0.937376142,0.903615177,0.983545141,41.93493406,20.91205364,11.40490055,7.853559017,0.995349287,1
1Q62_A,cidi,0.999,,0.928396344,0.893309057,0.980324549,42.03513861,14.21088499,11.53210545,7.656114101,0.995149526,1
1Q8T_A,cidi,1,,0.934133887,0.90251416,0.985245735,35.95516638,17.13054133,11.66265583,7.969878197,0.998464827,1
1Q8U_A,cidi,0.999,,0.934189498,0.904079914,0.98409834,42.14074722,17.76614284,11.94668579,8.084131241,0.99848086,1
1Q8W_A,cidi,0.999,,0.474800557,0.929774404,0.973319794,30.1178533,18.71116138,11.51373386,7.215927124,0.985800965,1
1Q8Y_A,cidi,1,,0.950852513,0.906035662,0.953117252,32.43000945,21.41417798,11.40174198,8.500073433,0.986156428,1
1Q8Z_A,cidi,0.983,,0.929173827,0.897024691,0.972210881,47.48339256,32.39643233,11.35345936,9.199655533,0.994864435,1
1Q97_A,cidi,1,,0.950721979,0.90282023,0.968785363,28.57767664,22.2690837,11.57350063,8.86240387,0.987443494,1
1Q99_A,cidi,0.938,,0.941505134,0.893844843,0.970035077,60.23608414,25.78574646,11.66241169,9.543559074,0.994807011,1
1QCF_A,codi,0.992,,0.43608582,0.648090959,0.608525729,132.0158743,81.69543908,15.58772659,11.47850037,0.491641353,1
1QL6_A,cidi,1,,0.936081886,0.918786883,0.983323252,40.77147261,18.98781091,11.61225796,8.426418304,0.997753379,1
1QMZ_A,cidi,1,,0.922028065,0.89231807,0.980575528,25.44430101,12.32057735,11.33316517,7.803864956,0.994366474,1
1QPC_A,cidi,1,,0.933093548,0.931225479,0.888336648,39.34107986,21.92956373,11.2771492,8.287557602,0.941018432,1
1QPD_A,cidi,1,,0.920688212,0.935236096,0.918874535,41.91705105,11.1485232,11.08741951,8.306450844,0.970784928,1
1QPJ_A,cidi,0.999,,0.918575704,0.936540842,0.924257379,30.46008694,16.91584577,10.71738529,8.272748947,0.964391592,1
1R0E_A,cidi,1,,0.930716753,0.913068473,0.982725864,28.51477946,23.97783638,10.93233585,8.73098278,0.994772371,1
1R1W_A,codi,0.682,,0.895050108,0.832387269,0.807149465,134.9261679,101.8900244,15.15614319,13.72147942,0.787588514,1
1R39_A,cidi,0.999,,0.653803587,0.67257309,0.996826304,10.74596057,46.64536477,12.30704498,8.50719738,0.990317049,1
1R3C_A,cidi,0.923,,0.365797937,0.771997333,0.992400496,13.94944379,50.33576526,11.8801527,9.527903557,0.978954515,1
1R78_A,codi,0.99,,0.783336759,0.808491588,0.318908548,160.2978686,127.9399692,15.92855644,14.50899792,0.208976059,1
1RDQ_E,cidi,0.985,,0.932698309,0.872358561,0.988071742,44.80212448,19.76987466,11.61645317,7.821066856,0.999579952,1
1RE8_A,cidi,0.999,,0.414752245,0.885933518,0.988931799,39.68254631,11.65554391,11.25559902,8.037366867,0.998306846,1
1REJ_A,cidi,1,,0.363719225,0.886906862,0.977395242,43.54990977,8.958294634,11.69906044,8.024019241,0.995185433,1
1REK_A,cidi,0.996,,0.412481248,0.882515252,0.988481936,39.19504643,20.03254763,11.46749878,7.989113331,0.998082584,1
1RJB_A,cido,0.991,,-0.807400644,-0.653046966,0.924478423,39.65299857,18.43345963,10.54341316,10.20505524,0.967905056,0
1RQQ_A,cidi,0.999,,0.942602038,0.936475515,0.884019838,42.23615936,13.66254847,10.54083061,6.877630234,0.933334593,1
1RW8_A,cidi,1,,0.917222083,0.935122907,0.936045083,36.53290327,18.16944222,10.5582304,7.725495338,0.972097704,1
