V1,V2,weight,V4
J99,1RU,1.3908,co-in
S69,1SB,2.2344,ci-in
2SB,1SB,1.431,ci-in
3SB,1SB,1.4226,ci-in
ITQ,1ST,2.4402,ci-in
UCN,1ST,2.3982,ci-in
STU,1ST,2.3862,ci-in
4ST,1ST,2.1258,ci-in
2V9,1ST,2.1174,ci-in
XDR,1ST,2.0052,ci-in
2K2,1ST,2.1234,ci-in
4O7,1ST,1.9602,ci-in
KSA,1ST,1.8996,ci-in
UCM,1ST,1.6056,ci-in
VIN,1ST,1.5408,ci-in
1SW,1SU,2.5224,ci-out
NG7,1SU,1.3788,ci-out
42Q,1SW,1.512,ci-out
GIG,1SW,1.482,ci-out
NG7,1SW,1.3956,ci-out
LIF,1SW,1.4082,ci-out
1UL,1UH,2.1,ci-in
1UO,1UH,1.8132,ci-in
DQX,1UH,1.4556,ci-in
VGH,1UH,1.4976,ci-in
IPW,1UH,1.5012,ci-in
Q6W,1UH,1.3884,ci-in
2K0,1UH,1.4388,ci-in
1UO,1UL,2.1156,ci-in
G9B,1UL,1.4748,ci-in
L2G,1UL,1.4136,ci-in
6HJ,1UL,1.3812,ci-in
VGH,1UO,1.3818,ci-in
J07,1WY,1.7256,ci-in
5I1,1WY,1.725,ci-in
3WH,1WY,1.4526,ci-in
6TT,1WY,1.401,ci-in
E86,1WY,1.4046,ci-in
DYK,1WY,1.5366,ci-in
YY3,1WY,1.6446,ci-in
PFF,1Y6,1.4484,co-in
56H,1YG,2.0616,co-in
M0Z,1YZ,2.6946,co-in
QWS,1YZ,2.652,co-in
M0Y,1YZ,2.385,co-in
CMG,207,1.9512,co-in
N20,207,1.6788,co-in
4SP,207,1.4964,co-in
N41,207,1.656,co-in
N76,207,1.4796,co-in
NU6,207,1.6512,co-in
JYM,207,1.6146,co-in
N69,207,1.6224,co-in
55S,207,1.434,co-in
4QE,207,1.5594,co-in
2A6,207,1.6008,co-in
NW1,207,1.5282,co-in
6CP,207,1.5384,co-in
UN4,207,1.4658,co-in
7GJ,207,1.4184,co-in
75X,207,1.4232,co-in
CK8,20K,2.4534,co-in
CK5,20K,2.076,co-in
CK4,20K,2.1312,co-in
CK3,20K,1.776,co-in
CK6,20K,1.7694,co-in
CK2,20K,1.833,co-in
CDK,20K,1.3806,co-in
T9N,20K,1.4382,co-in
T3C,20K,1.4022,co-in
X44,20Z,2.6208,co-in
26Z,20Z,2.5824,co-in
X42,20Z,2.4942,co-in
56Z,20Z,2.4558,co-in
X40,20Z,2.4024,co-in
99Z,20Z,2.4108,co-in
27Z,20Z,2.0964,co-in
21Z,20Z,2.3808,co-in
X36,20Z,2.055,co-in
Z71,20Z,1.9044,co-in
X6B,20Z,1.9056,co-in
X46,20Z,1.9302,co-in
Z31,20Z,1.809,co-in
Z67,20Z,1.8828,co-in
25Z,20Z,1.9254,co-in
O1Z,20Z,1.7712,co-in
X3A,20Z,1.869,co-in
ZYS,20Z,1.5678,co-in
X02,20Z,1.5294,co-in
U32,20Z,1.6332,co-in
628,20Z,1.5156,co-in
U55,20Z,1.4286,co-in
Z63,20Z,1.3914,co-in
X35,20Z,1.4046,co-in
6AE,20Z,1.4022,co-in
29L,215,1.5834,ci-in
SM5,215,1.494,ci-in
UW1,21E,1.9338,co-in
BK2,21E,1.4472,co-in
UW3,21E,1.5708,co-in
MJF,21O,2.3106,ci-in
X36,21Z,2.22,co-in
26Z,21Z,2.4576,co-in
X44,21Z,2.4486,co-in
X42,21Z,2.376,co-in
25Z,21Z,2.0316,co-in
X46,21Z,1.9956,co-in
X40,21Z,2.2938,co-in
56Z,21Z,2.2638,co-in
X3A,21Z,1.9734,co-in
99Z,21Z,2.265,co-in
27Z,21Z,1.9452,co-in
X6B,21Z,1.8582,co-in
ZYS,21Z,1.695,co-in
Z67,21Z,1.8054,co-in
X02,21Z,1.65,co-in
Z71,21Z,1.7958,co-in
PQC,21Z,1.4604,co-in
Z31,21Z,1.53,co-in
O1Z,21Z,1.5012,co-in
Z63,21Z,1.4466,co-in
X35,21Z,1.4562,co-in
T3E,21Z,1.4706,co-in
628,21Z,1.392,co-in
U32,21Z,1.5042,co-in
MI5,22K,1.7592,ci-in
7KG,22K,1.398,ci-in
24R,22K,1.4196,ci-in
5EZ,22T,2.319,co-in
3NC,22T,1.5144,co-in
H2K,22T,1.4352,co-in
3YR,22T,1.4064,co-in
X76,22Z,1.5936,co-in
P5C,23D,1.4766,ci-in
P01,23D,2.0298,ci-in
7KF,23D,1.509,ci-in
3YT,23D,1.449,ci-in
3YV,23D,1.4052,ci-in
24A,23D,1.5642,ci-in
AP9,23D,1.9092,ci-in
HET,23D,1.4814,ci-in
I17,23D,1.7076,ci-in
PVB,23D,1.7526,ci-in
OLO,23D,1.437,ci-in
RRC,23D,1.5,ci-in
LID,23D,1.4484,ci-in
CK9,23D,1.4448,ci-in
OLP,23D,1.3824,ci-in
RC8,23D,1.4328,ci-in
SLQ,23D,1.4328,ci-in
G17,242,2.106,ci-out
C52,242,1.6704,ci-out
IHZ,242,1.6032,ci-out
FPX,242,1.5594,ci-out
AM5,242,1.4754,ci-out
3Z1,242,1.8684,ci-out
MUH,242,1.5024,ci-out
G6I,242,1.3884,ci-out
P40,242,1.5504,ci-out
LJE,242,1.4154,ci-out
NIL,242,1.4634,ci-out
NHJ,242,1.4868,ci-out
5T2,242,1.4928,ci-out
3SG,242,1.3884,ci-out
HET,24A,1.947,ci-in
MH7,24K,1.6248,nonspecific
4MH,24K,1.4736,nonspecific
5RC,24R,1.7916,ci-in
26L,24R,1.4748,ci-in
7KG,24R,1.398,ci-in
LQQ,24V,1.974,ci-in
6ZZ,24V,2.0046,ci-in
3NV,24V,1.5522,ci-in
T74,24V,1.446,ci-in
JBI,24V,1.3926,ci-in
8C5,24V,1.3812,ci-in
4YV,24V,1.395,ci-in
JAK,24V,1.4358,ci-in
6J9,24V,1.452,ci-in
69P,24V,1.4316,ci-in
X76,24Z,1.6038,co-in
9BD,253,1.5216,ci-in
8H1,253,1.5768,ci-in
8I1,253,1.5768,ci-in
DTQ,253,1.4664,ci-in
6U7,253,1.4982,ci-in
MSQ,253,1.4352,ci-in
6TP,255,1.5012,ci-in
6GD,255,1.4388,ci-in
X36,25Z,2.4474,co-in
X46,25Z,2.2206,co-in
X3A,25Z,2.1906,co-in
X42,25Z,2.0106,co-in
26Z,25Z,1.9884,co-in
ZYS,25Z,1.8546,co-in
X44,25Z,1.9116,co-in
X40,25Z,1.812,co-in
X02,25Z,1.7688,co-in
X6B,25Z,1.5054,co-in
56Z,25Z,1.7814,co-in
99Z,25Z,1.8156,co-in
27Z,25Z,1.464,co-in
Z67,25Z,1.4694,co-in
Z31,25Z,1.6926,co-in
O1Z,25Z,1.656,co-in
NHJ,25Z,1.4382,co-in
Z71,25Z,1.4478,co-in
X35,25Z,1.581,co-in
Z63,25Z,1.5558,co-in
50Z,25Z,1.455,co-in
Z60,25Z,1.437,co-in
DZO,26K,1.464,ci-in
26L,26K,1.629,ci-in
DZO,26L,1.656,ci-in
LZC,26L,1.4532,ci-in
LDN,26L,1.3812,ci-in
X42,26Z,2.6112,co-in
X44,26Z,2.6238,co-in
X40,26Z,2.4726,co-in
27Z,26Z,2.13,co-in
56Z,26Z,2.415,co-in
99Z,26Z,2.4162,co-in
X6B,26Z,1.9686,co-in
Z67,26Z,1.9482,co-in
X36,26Z,2.0868,co-in
Z71,26Z,1.9374,co-in
X46,26Z,1.9512,co-in
X3A,26Z,1.8906,co-in
ZYS,26Z,1.5858,co-in
X02,26Z,1.548,co-in
Z31,26Z,1.5228,co-in
O1Z,26Z,1.4964,co-in
U32,26Z,1.6302,co-in
SKE,26Z,1.3812,co-in
X35,26Z,1.443,co-in
628,26Z,1.5024,co-in
U55,26Z,1.4472,co-in
Z63,26Z,1.4106,co-in
LZ4,26Z,1.3908,co-in
6AE,26Z,1.4208,co-in
PFY,274,2.1186,ci-in
5Z5,274,1.8012,ci-in
J60,274,1.8414,ci-in
AM8,274,1.62,ci-in
K88,274,1.7826,ci-in
B49,274,1.7418,ci-in
SU6,274,1.422,ci-in
RYU,274,1.5486,ci-in
XIN,274,1.3872,ci-in
BAX,276,2.0646,ci-out
857,276,1.5462,ci-out
919,276,1.4082,ci-out
GIG,276,1.5318,ci-out
37J,276,1.3926,ci-out
K11,276,1.476,ci-out
55J,276,1.4514,ci-out
287,279,2.5662,ci-in
38P,279,2.3808,ci-in
39P,279,2.2986,ci-in
NK0,279,2.0772,ci-in
P38,279,1.8378,ci-in
P39,279,1.9182,ci-in
N4D,279,1.4604,ci-in
2KC,279,1.3848,ci-in
P9J,27,1.6812,ci-in
563,27,1.398,ci-in
614,27,1.7868,ci-in
56G,27,1.3944,ci-in
AAV,27,1.3992,ci-in
X44,27Z,2.259,co-in
56Z,27Z,2.0502,co-in
99Z,27Z,2.085,co-in
Z71,27Z,2.2962,co-in
X40,27Z,2.0922,co-in
Z67,27Z,2.2506,co-in
X42,27Z,2.061,co-in
X6B,27Z,2.2626,co-in
X36,27Z,1.611,co-in
U32,27Z,1.8618,co-in
X3A,27Z,1.506,co-in
X46,27Z,1.4274,co-in
U55,27Z,1.5456,co-in
LZ4,27Z,1.4952,co-in
6AE,27Z,1.4658,co-in
P39,287,2.1816,ci-in
NK0,287,2.1006,ci-in
38P,287,2.1486,ci-in
39P,287,2.091,ci-in
P38,287,1.8636,ci-in
N4D,287,1.5168,ci-in
N5B,292,1.917,ci-in
E63,292,1.3896,ci-in
4CK,292,1.4814,ci-in
I45,29A,1.7124,ci-in
NQB,29A,1.4712,ci-in
GG5,29B,2.8632,ci-in
I46,29B,2.4588,ci-in
583,29B,1.9392,ci-in
EK3,29B,1.779,ci-in
LL1,29B,1.4778,ci-in
GVG,29B,1.461,ci-in
VVT,29B,1.6626,ci-in
7KW,29B,1.4844,ci-in
PY1,29B,1.5228,ci-in
PDS,29K,1.413,ci-in
BD4,29K,1.6416,ci-in
UCN,29K,1.3866,ci-in
UCM,29K,1.5378,ci-in
VIN,29K,1.3794,ci-in
STU,29K,1.3806,ci-in
SM5,29L,2.2638,ci-in
8PR,29X,2.022,ci-in
29Z,29Y,2.5446,ci-in
Y3L,29Y,1.4184,ci-in
7QQ,29Y,1.4064,ci-in
QIV,29Y,1.3872,ci-in
ZC3,29Y,1.3932,ci-in
Y3L,29Z,1.455,co-in
QIV,29Z,1.3836,co-in
ZC3,29Z,1.4058,co-in
7QQ,29Z,1.4016,co-in
J30,2A2,1.5522,ci-in
6CP,2A6,2.6256,ci-in
7GJ,2A6,2.2962,ci-in
N20,2A6,2.3796,ci-in
4SP,2A6,2.0694,ci-in
N41,2A6,2.2476,ci-in
55S,2A6,2.0316,ci-in
N76,2A6,2.0142,ci-in
NU6,2A6,2.1984,ci-in
7GG,2A6,1.4268,ci-in
NU5,2A6,1.8678,ci-in
CMG,2A6,2.0754,ci-in
ST8,2A6,1.5138,ci-in
4QE,2A6,1.7628,ci-in
75X,2A6,1.6986,ci-in
2WC,2A6,1.6458,ci-in
G6T,2A6,1.5522,ci-in
SQ9,2A6,1.4598,ci-in
JYM,2A6,1.7388,ci-in
N69,2A6,1.767,ci-in
NW1,2A6,1.4178,ci-in
MBP,2A6,1.659,ci-in
UN4,2A6,1.608,ci-in
N3F,2A8,1.6944,ci-in
3FF,2A8,1.578,ci-in
48,2A8,1.4358,ci-in
FS8,2A8,1.4784,ci-in
2C4,2C3,2.2248,ci-in
SS3,2EA,1.566,ci-in
L20,2EA,1.497,ci-in
2PY,2EA,1.4832,ci-in
SS4,2EA,1.4688,ci-in
SS5,2EA,1.4478,ci-in
8H1,2EA,1.3986,ci-in
8I1,2EA,1.3986,ci-in
A53,2EA,1.3896,ci-in
3FR,2FR,2.085,ci-in
5FR,2FR,1.6926,ci-in
4FR,2FR,1.4748,ci-in
I76,2H1,2.1342,ci-in
BK5,2H1,2.112,ci-in
BK4,2H1,2.0742,ci-in
ABJ,2H1,1.9764,ci-in
KS5,2H1,2.0238,ci-in
BK1,2H1,1.5552,ci-in
BK2,2H1,1.8294,ci-in
PD5,2H1,1.7568,ci-in
VSH,2H1,1.7688,ci-in
UWA,2H1,1.8504,ci-in
VSP,2H1,1.4316,ci-in
UW9,2H1,1.7838,ci-in
C88,2H1,1.7292,ci-in
V68,2H1,1.746,ci-in
BK6,2H1,1.6878,ci-in
BK7,2H1,1.689,ci-in
PP1,2H1,1.737,ci-in
UWB,2H1,1.6818,ci-in
VGG,2H1,1.419,ci-in
KS4,2H1,1.6638,ci-in
DXR,2H1,1.3818,ci-in
KS1,2H1,1.5978,ci-in
4C9,2H1,1.611,ci-in
L1G,2H1,1.5744,ci-in
L2G,2H1,1.5558,ci-in
L3G,2H1,1.5438,ci-in
6HL,2H1,1.5138,ci-in
6HJ,2H1,1.497,ci-in
UW1,2H1,1.4082,ci-in
3HK,2HK,1.4424,ci-in
3UL,2HV,1.443,ci-in
KRL,2HV,1.3872,ci-in
5L4,2HW,1.8294,ci-in
6YN,2HW,1.4454,ci-in
2HX,2HW,1.5216,ci-in
5H7,2HX,1.95,ci-in
3YR,2HX,1.44,ci-in
6YN,2HX,1.425,ci-in
5L4,2HX,1.4574,ci-in
6CB,2HX,1.452,ci-in
NJD,2JZ,1.5078,ci-in
7X3,2JZ,1.5582,ci-in
IPW,2K0,2.427,ci-in
Q6W,2K0,1.5894,ci-in
VGH,2K0,1.5624,ci-in
M61,2K0,1.4256,ci-in
32,2K0,1.4676,ci-in
904,2K0,1.4508,ci-in
325,2K0,1.4028,ci-in
6NC,2K0,1.434,ci-in
6NB,2K0,1.4088,ci-in
6N9,2K0,1.3788,ci-in
DQX,2K0,1.4556,ci-in
STU,2K2,2.5296,ci-in
4ST,2K2,2.2422,ci-in
KSA,2K2,2.1696,ci-in
UCN,2K2,2.2416,ci-in
ITQ,2K2,1.9758,ci-in
UCM,2K2,1.6974,ci-in
2V9,2K2,1.7988,ci-in
4O7,2K2,1.8678,ci-in
XDR,2K2,1.779,ci-in
CKK,2KC,1.4946,ci-in
38P,2KC,1.4526,ci-in
P39,2KC,1.3776,ci-in
W2K,2NK,1.3866,omega
844,2NK,1.5078,omega
2NS,2NR,2.2074,ci-in
7X3,2NR,1.392,ci-in
AM0,2NS,1.4388,ci-in
7X3,2NS,1.4034,ci-in
T2A,2NS,1.3836,ci-in
2OQ,2OL,1.8624,ci-in
2OO,2OL,1.7346,ci-in
2OQ,2OO,1.8312,ci-in
AM0,2OO,1.4544,ci-in
746,2P5,2.1,co-in
481,2P5,1.7556,co-in
4UQ,2P5,1.6116,co-in
2V1,2P5,1.6836,co-in
MR9,2P5,1.3926,co-in
2VL,2P5,1.5252,co-in
TJF,2P5,1.3914,co-in
P38,2P5,1.4658,co-in
P39,2P5,1.5096,co-in
3OU,2P5,1.527,co-in
58V,2P5,1.458,co-in
3OV,2P5,1.4388,co-in
YQY,2P7,2.4348,co-in
EUI,2P7,2.1528,co-in
4BM,2P7,1.773,co-in
5Y0,2P7,1.773,co-in
3BM,2P7,1.5702,co-in
MEK,2P7,1.5462,co-in
BBM,2P7,1.5726,co-in
MRA,2P7,1.5126,co-in
3OR,2P7,1.506,co-in
M3K,2P7,1.3962,co-in
P6G,2PE,3,nonspecific
PG4,2PE,3,nonspecific
PGE,2PE,3,nonspecific
PEG,2PE,2.5758,nonspecific
7PE,2PE,2.5104,nonspecific
PE4,2PE,2.5104,nonspecific
PEU,2PE,2.5104,nonspecific
PG0,2PE,2.439,nonspecific
P4C,2PE,2.1798,nonspecific
MXE,2PE,1.5186,nonspecific
P4G,2PE,2.0058,nonspecific
D31,2PU,1.4412,co-in
D42,2PU,1.3848,co-in
82B,2PU,1.3836,co-in
SS3,2PY,1.7214,ci-in
SS4,2PY,1.6668,ci-in
L20,2PY,1.6284,ci-in
SS5,2PY,1.5906,ci-in
A53,2PY,1.3938,ci-in
4PY,2PY,1.5204,ci-in
400,2QK,1.3944,ci-in
AIZ,2QK,1.3794,ci-in
2QV,2QT,1.4796,ci-in
2QV,2QU,1.488,ci-in
CWS,2QV,1.8138,co-in
AUE,2QV,1.4496,co-in
D23,2QV,1.5306,co-in
CX4,2QV,1.4742,co-in
900,2RL,1.7652,ci-out
DF6,2RL,1.5918,ci-out
AV9,2RL,1.6038,ci-out
887,2RL,1.4976,ci-out
LEV,2RL,1.5672,ci-out
FPW,2RL,1.5468,ci-out
88Z,2RL,1.6278,ci-out
FPU,2RL,1.5486,ci-out
3Z2,2RL,1.4376,ci-out
447,2RL,1.392,ci-out
MT4,2RL,1.4388,ci-out
AQZ,2RL,1.3836,ci-out
AM7,2RL,1.4244,ci-out
SEP,2RX,2.2518,nonspecific
CSS,2RX,1.3986,nonspecific
CSX,2RX,1.398,nonspecific
PSE,2RX,1.5324,nonspecific
TPO,2RX,1.4838,nonspecific
4SB,2SB,2.0952,ci-in
3SB,2SB,1.9812,ci-in
SCJ,2SC,2.3226,co-in
SCZ,2SC,2.3754,co-in
6SC,2SC,2.0994,co-in
SCX,2SC,1.8858,co-in
SCQ,2SC,1.5354,co-in
NS9,2SC,1.6326,co-in
SCF,2SC,1.8234,co-in
3SC,2SC,1.6824,co-in
SC8,2SC,1.7466,co-in
CQ6,2SH,1.5468,ci-in
41B,2SH,1.5126,ci-in
4VF,2SH,1.5594,ci-in
4VG,2SH,1.5522,ci-in
4VJ,2SH,1.4058,ci-in
ZUQ,2TT,1.5414,co-out
3UP,2TT,1.5576,co-out
2WF,2TT,1.5438,co-out
3UO,2TT,1.4634,co-out
3R1,2TT,1.422,co-out
8ST,2TT,1.4118,co-out
481,2V1,2.229,co-in
50J,2V1,1.7604,co-in
CG4,2V1,1.7232,co-in
50H,2V1,1.5966,co-in
746,2V1,1.7568,co-in
CG9,2V1,1.662,co-in
A0H,2V1,1.7004,co-in
ASH,2V1,1.5138,co-in
88A,2V1,1.4874,co-in
XYW,2V1,1.4442,co-in
58V,2V1,1.5228,co-in
GW8,2V1,1.3806,co-in
3O4,2V1,1.398,co-in
2VL,2V1,1.3884,co-in
6MV,2V2,1.6194,co-in
746,2V2,1.4004,co-in
B1E,2V2,1.4088,co-in
3P0,2V2,1.4814,co-in
6XL,2V2,1.5576,co-in
3OV,2V2,1.524,co-in
NQB,2V2,1.4184,co-in
3OU,2V2,1.4508,co-in
AAV,2V2,1.4118,co-in
QC0,2V2,1.4022,co-in
2V3,2V2,1.5048,co-in
AA0,2V2,1.4064,co-in
FPX,2V2,1.4004,co-in
6CD,2V2,1.449,co-in
3OV,2V3,2.2374,co-in
3P0,2V3,2.0124,co-in
3OU,2V3,1.7634,co-in
6XL,2V3,1.7994,co-in
4WG,2V3,1.437,co-in
6ZZ,2V3,1.3938,co-in
LQQ,2V3,1.4442,co-in
XR1,2V3,1.3974,co-in
2VL,2V3,1.4622,co-in
664,2V3,1.3878,co-in
937,2V3,1.4016,co-in
R4L,2V3,1.3782,co-in
3YO,2V3,1.3902,co-in
SVE,2V3,1.3968,co-in
XDR,2V9,2.3718,ci-in
KSA,2V9,2.118,ci-in
ITQ,2V9,1.9152,ci-in
UCM,2V9,1.7124,ci-in
UCN,2V9,1.8612,ci-in
STU,2V9,1.8474,ci-in
VIN,2V9,1.5882,ci-in
4ST,2V9,1.689,ci-in
4O7,2V9,1.5702,ci-in
746,2VL,1.9398,co-in
481,2VL,1.5384,co-in
3YO,2VL,1.6062,co-in
G6G,2VL,1.3878,co-in
D42,2VL,1.4994,co-in
3OU,2VL,1.5402,co-in
6V5,2VL,1.3986,co-in
3OV,2VL,1.4784,co-in
6V4,2VL,1.389,co-in
XR1,2VL,1.389,co-in
3P0,2VL,1.5276,co-in
6KC,2VL,1.452,co-in
6KD,2VL,1.4334,co-in
SVE,2VL,1.4418,co-in
P39,2VL,1.4028,co-in
R78,2VL,1.4106,co-in
4FR,2VL,1.4142,co-in
R4L,2VL,1.464,co-in
4K4,2VL,1.4172,co-in
L1G,2VL,1.4556,co-in
50W,2VL,1.3908,co-in
L2G,2VL,1.4478,co-in
L3G,2VL,1.3878,co-in
KQQ,2VL,1.389,co-in
2VU,2VT,2.3088,ci-in
2VV,2VT,1.6242,ci-in
2VW,2VT,1.6242,ci-in
Z19,2VT,1.4238,ci-in
LZ3,2VT,1.3854,ci-in
2VV,2VU,2.1,nonspecific
2VW,2VU,2.1,nonspecific
LZ3,2VU,1.3782,nonspecific
Z19,2VU,1.4136,nonspecific
2VW,2VV,3,co-in
2W6,2VV,1.9674,co-in
N15,2VV,1.4184,co-in
3P6,2VV,1.4046,co-in
2W6,2VW,1.9674,co-in
N15,2VW,1.4184,co-in
3P6,2VW,1.4046,co-in
6DC,2VX,1.9524,co-in
T1Q,2VX,1.5702,co-in
324,2VX,1.467,co-in
TV4,2VX,1.4094,co-in
RI9,2VX,1.473,co-in
DFS,2VX,1.4424,co-in
32,2VX,1.443,co-in
B0R,2VX,1.4706,co-in
6NB,2VX,1.4004,co-in
RI8,2VX,1.4934,co-in
54J,2VX,1.4106,co-in
3P6,2W6,1.7952,ci-in
Z30,2W6,1.3872,ci-in
X03,2W6,1.386,ci-in
75X,2WC,2.4954,ci-in
SQ9,2WC,2.2092,ci-in
G6T,2WC,1.9692,ci-in
4QE,2WC,2.2206,ci-in
CMG,2WC,1.6668,ci-in
N69,2WC,1.6524,ci-in
NW1,2WC,1.4808,ci-in
7GJ,2WC,1.6434,ci-in
JYM,2WC,1.6008,ci-in
6CP,2WC,1.5852,ci-in
NU6,2WC,1.6434,ci-in
N41,2WC,1.6278,ci-in
N76,2WC,1.434,ci-in
MBP,2WC,1.4592,ci-in
N20,2WC,1.5492,ci-in
4SP,2WC,1.4184,ci-in
55S,2WC,1.4112,ci-in
UN4,2WC,1.428,ci-in
2WF,2WE,1.5528,ci-in
2WG,2WE,1.4454,ci-in
3UP,2WF,1.7742,ci-in
2WG,2WF,1.6518,ci-in
3UO,2WF,1.5648,ci-in
JNK,2WF,1.6494,ci-in
ZUQ,2WF,1.4196,ci-in
CC3,2WF,1.407,ci-in
3UO,2WG,1.5786,ci-in
JNK,2WG,1.4562,ci-in
3UP,2WG,1.4214,ci-in
3YX,2X6,1.7874,ci-in
P5C,2X6,1.3848,ci-in
7KF,2X6,1.4328,ci-in
KZI,2X6,1.3902,ci-in
SX8,2YK,1.488,ci-in
373,306,2.2242,ci-in
710,306,1.656,ci-in
3X7,306,1.4106,ci-in
422,306,1.4862,ci-in
5CV,306,1.4106,ci-in
BX1,30E,2.5062,nonspecific
WI2,30E,2.1174,nonspecific
OL2,30E,1.596,nonspecific
T3M,30E,1.602,nonspecific
5R1,30E,1.5732,nonspecific
4VQ,30E,1.5672,nonspecific
A3F,30E,1.4058,nonspecific
844,30E,1.4286,nonspecific
3L0,30G,1.6128,nonspecific
3KZ,30G,1.509,nonspecific
PZW,30G,1.7256,nonspecific
XIN,30K,1.5372,ci-in
ZOP,30K,1.5042,ci-in
320,319,2.1714,ci-out
L8V,319,1.5984,ci-out
CKK,319,1.5708,ci-out
DF6,319,1.41,ci-out
KIN,319,1.4028,ci-out
31L,31K,2.097,co-in
844,31K,1.4016,co-in
844,31L,1.6848,co-in
KGW,31L,1.416,co-in
4KT,31L,1.5072,co-in
P47,31S,2.583,ci-in
B96,31V,1.3854,ci-out
L1G,31V,1.3956,ci-out
L2G,31V,1.3782,ci-out
L3G,31V,1.398,ci-out
ASH,31Y,1.5486,ci-in
AD5,31Y,1.4682,ci-in
3O4,31Y,1.4802,ci-in
CG9,31Y,1.4352,ci-in
ZYU,31Y,1.4592,ci-in
CKK,320,1.6152,ci-out
6V3,320,1.512,ci-out
NG2,320,1.4388,ci-out
88Z,320,1.4028,ci-out
DF6,320,1.5054,ci-out
32,324,2.5812,co-in
6NB,324,2.2938,co-in
325,324,2.3034,co-in
6N9,324,2.1072,co-in
904,324,1.9968,co-in
6NC,324,1.9818,co-in
DFS,324,1.818,co-in
TV4,324,1.686,co-in
B0R,324,1.7082,co-in
RI9,324,1.4448,co-in
RI8,324,1.5756,co-in
T1Q,324,1.4394,co-in
32,325,2.5308,co-in
6NB,325,2.3556,co-in
904,325,2.211,co-in
6N9,325,2.2212,co-in
6NC,325,2.0946,co-in
DFS,325,1.5984,co-in
B0R,325,1.5528,co-in
TV4,325,1.497,co-in
IPW,325,1.4304,co-in
RI8,325,1.4286,co-in
T1Q,325,1.3866,co-in
6NB,32,2.5794,co-in
6N9,32,2.3808,co-in
6NC,32,2.2374,co-in
904,32,2.1966,co-in
DFS,32,1.7412,co-in
TV4,32,1.6362,co-in
B0R,32,1.683,co-in
IPW,32,1.536,co-in
RI9,32,1.4202,co-in
RI8,32,1.5552,co-in
T1Q,32,1.5084,co-in
54J,32,1.4328,co-in
32J,32H,2.1858,ci-in
C1V,32H,2.1192,ci-in
VRV,32H,1.4766,ci-in
C1V,32J,2.3886,ci-in
VRV,32J,1.4598,ci-in
UGJ,32J,1.4034,ci-in
G17,32W,1.4064,ci-in
P40,32W,1.5552,ci-in
B10,337,1.6086,ci-out
82A,33A,2.1876,ci-in
EK5,33A,2.0604,ci-in
E57,33A,1.428,ci-in
EK9,33A,1.455,ci-in
EK4,33A,1.797,ci-in
390,33A,1.4166,ci-in
E86,33A,1.4334,ci-in
E28,33A,1.6482,ci-in
EK6,33A,1.6686,ci-in
EK2,33A,1.6884,ci-in
3JZ,349,1.668,omega
YAM,349,1.6428,omega
P1E,349,1.4148,omega
T7Z,349,1.3848,omega
7FM,349,1.425,omega
932,34I,2.6586,ci-in
SU9,34L,1.7532,ci-in
45K,34L,1.7706,ci-in
46K,34L,1.7334,ci-in
LS2,34L,1.5168,ci-in
X2K,34L,1.4304,ci-in
X2M,34L,1.4238,ci-in
D6I,34U,1.4658,ci-in
9BD,34U,1.4394,ci-in
P1E,34W,1.4592,ci-in
6Q4,34W,1.6512,ci-in
4K5,34W,1.566,ci-in
3JZ,34W,1.4094,ci-in
YAM,34W,1.401,ci-in
MMG,351,1.7226,ci-out
GMG,351,1.5726,ci-out
P3Y,351,1.4514,ci-out
44,353,1.5684,ci-out
75H,353,1.554,ci-out
L1X,353,1.6746,ci-out
MT4,353,1.4118,ci-out
L8V,353,1.4442,ci-out
FPW,353,1.3896,ci-out
DQO,358,1.9206,ci-in
B45,358,1.9344,ci-in
94,358,1.5564,ci-in
L0F,35R,1.5798,ci-in
A9T,35R,1.3824,ci-in
5BE,35R,1.4598,ci-in
35X,35W,2.334,ci-in
362,35W,1.7904,ci-in
3RC,35W,1.6524,ci-in
5GX,35W,1.671,ci-in
NL4,35W,1.3992,ci-in
363,35W,1.4112,ci-in
362,35X,1.788,ci-in
5GX,35X,1.3842,ci-in
363,35X,1.4148,ci-in
363,362,2.0484,ci-in
YVQ,362,1.5378,ci-in
4UB,362,1.6302,ci-in
MMG,362,1.3782,ci-in
36N,363,1.5828,ci-in
XEZ,363,1.5558,ci-in
4UB,363,1.5594,ci-in
YVQ,363,1.5198,ci-in
GVH,36N,1.6326,ci-in
AD5,36O,1.7442,ci-in
ADE,36O,1.8,ci-in
M02,36O,1.9002,ci-in
ES4,36O,1.5,ci-in
EMU,36O,1.764,ci-in
ZIP,36O,1.8258,ci-in
M01,36O,1.8336,ci-in
69P,36O,1.7934,ci-in
CMG,36O,1.3776,ci-in
ZYU,36O,1.692,ci-in
ZXC,36O,1.533,ci-in
36Q,36O,1.7184,ci-in
3GU,36O,1.3992,ci-in
SIJ,36O,1.701,ci-in
QNI,36O,1.686,ci-in
QWI,36O,1.5486,ci-in
FS9,36O,1.4838,ci-in
FXG,36O,1.551,ci-in
I17,36O,1.389,ci-in
ZYV,36O,1.4358,ci-in
EMU,36Q,1.95,ci-in
ZXC,36Q,1.4364,ci-in
ZIP,36Q,1.7202,ci-in
ADE,36Q,1.5504,ci-in
