V1,V2,weight,V4
Metz_2011_2020_2024,P48,1.3962,ci-in
Metz_2011_1224,P49,1.368,ci-in
Metz_2011_1226,P49,1.3932,ci-in
Metz_2011_2487,P4O,2.2686,ci-in
Metz_2011_3182,P4O,2.1282,ci-in
Metz_2011_3177,P4O,2.1072,ci-in
Metz_2011_2973,P4O,2.1744,ci-in
Metz_2011_1729,P55,1.3662,ci-in
Metz_2011_2937,P55,1.3554,ci-in
Metz_2011_2079,P5C,2.0634,ci-in
Metz_2011_2086,P5C,1.8498,ci-in
Syk_Inhibitor_II,P5C,1.962,ci-in
Metz_2011_1251,P5C,1.7862,ci-in
Metz_2011_1229,P5C,1.3692,ci-in
Metz_2011_1254,P5C,1.479,ci-in
Metz_2011_1243,P5C,1.4448,ci-in
Metz_2011_3519,P66,1.4382,ci-in
Metz_2011_2152,P79,1.4424,ci-out
Metz_2011_2155,P79,1.4484,ci-out
Metz_2011_2149,P79,1.4448,ci-out
Metz_2011_2157,P79,1.4526,ci-out
Metz_2011_2159,P79,1.4508,ci-out
Metz_2011_2136,P79,1.407,ci-out
Metz_2011_2153,P79,1.407,ci-out
Metz_2011_2127,P79,1.434,ci-out
Metz_2011_2131,P79,1.4388,ci-out
Metz_2011_2141,P79,1.4526,ci-out
Metz_2011_2147,P79,1.437,ci-out
Metz_2011_2184,P79,1.4418,ci-out
Metz_2011_2156,P79,1.455,ci-out
Metz_2011_2158,P79,1.4586,ci-out
Metz_2011_2188,P79,1.3974,ci-out
Metz_2011_2175,P79,1.3998,ci-out
Metz_2011_2139,P79,1.416,ci-out
Metz_2011_2152,P7B,1.3644,ci-out
Metz_2011_2155,P7B,1.359,ci-out
Metz_2011_2149,P7B,1.3518,ci-out
Metz_2011_2157,P7B,1.374,ci-out
Metz_2011_2159,P7B,1.3662,ci-out
Metz_2011_2127,P7B,1.3764,ci-out
Metz_2011_2131,P7B,1.3722,ci-out
Metz_2011_2147,P7B,1.3608,ci-out
Metz_2011_2184,P7B,1.3548,ci-out
Metz_2011_2158,P7B,1.3944,ci-out
Metz_2011_2139,P7B,1.3614,ci-out
Metz_2011_3396,P9J,1.3992,omega
WZ_7043,PD1,1.5144,ci-in
Metz_2011_3263,PD1,1.3566,ci-in
Metz_2011_1853,PD3,1.4094,ci-out
Metz_2011_2001,PD3,1.5954,ci-out
Metz_2011_2672,PD3,1.353,ci-out
Metz_2011_2030,PD3,1.5222,ci-out
Metz_2011_2020_2024,PD3,1.4868,ci-out
NM_PP1,PD3,1.6638,ci-out
Metz_2011_3267,PD3,1.407,ci-out
Metz_2011_2010,PD3,1.4142,ci-out
Metz_2011_2043,PD3,1.422,ci-out
Metz_2011_2047,PD3,1.4136,ci-out
Metz_2011_2044,PD3,1.4094,ci-out
Metz_2011_2012,PD3,1.3992,ci-out
WYE_125132,PD3,1.3704,ci-out
Metz_2011_1853,PD5,1.4838,nonspecific
Metz_2011_1866,PD5,1.4316,nonspecific
Metz_2011_1857,PD5,1.3878,nonspecific
Metz_2011_2672,PD5,1.5222,nonspecific
PP_242,PD5,1.7532,nonspecific
PP1,PD5,1.8984,nonspecific
Metz_2011_2020_2024,PD5,1.6398,nonspecific
PP2,PD5,1.8732,nonspecific
SHN_095,PD5,1.3956,nonspecific
Metz_2011_3267,PD5,1.4826,nonspecific
Metz_2011_2010,PD5,1.5048,nonspecific
Metz_2011_2001,PD5,1.6104,nonspecific
Metz_2011_2012,PD5,1.491,nonspecific
Metz_2011_2043,PD5,1.5006,nonspecific
NM_PP1,PD5,1.371,nonspecific
Metz_2011_2047,PD5,1.4538,nonspecific
Metz_2011_2044,PD5,1.4532,nonspecific
Metz_2011_2261,PDR,1.6542,ci-in
Metz_2011_2228,PDR,1.6236,ci-in
Metz_2011_2251,PDR,1.4514,ci-in
Metz_2011_2230,PDR,1.4358,ci-in
SB_216763,PDS,1.6506,ci-in
PKC_beta_inhibitor,PDS,1.6056,ci-in
Metz_2011_2717,PDS,1.5576,ci-in
Metz_2011_2719,PDS,1.473,ci-in
Metz_2011_3134,PDS,1.3698,ci-in
Metz_2011_3682,PDS,1.4352,ci-in
Metz_2011_3681,PDS,1.4208,ci-in
Metz_2011_3799,PDY,1.9476,nonspecific
SB_220025,PFO,2.3022,ci-in
SB_239063,PFO,1.8078,ci-in
Metz_2011_3169,PFO,1.9236,ci-in
Metz_2011_1134,PFO,1.4664,ci-in
Metz_2011_1967,PFO,1.446,ci-in
Metz_2011_3165,PFO,1.4046,ci-in
Metz_2011_1960,PFO,1.3908,ci-in
Metz_2011_1953,PFO,1.3848,ci-in
Metz_2011_1976,PFO,1.371,ci-in
Metz_2011_3484,PFO,1.4892,ci-in
Metz_2011_3226,PFP,1.4568,ci-in
SU11274,PFY,2.1186,co-in
VEGF_Receptor_2_Kinase_Inhibitor_I,PFY,1.551,co-in
SU14813,PFY,1.7604,co-in
Orantinib,PFY,1.4568,co-in
SU6656,PFY,1.6104,co-in
Syk_Inhibitor,PFY,1.4862,co-in
Metz_2011_3681,PFY,1.3542,co-in
SB_239063,PGJ,1.3818,omega
N_Phenylaniline,PHU,1.3818,ci-in
Metz_2011_2719,PJC,2.193,ci-in
Metz_2011_2717,PJC,2.175,ci-in
Metz_2011_3682,PJC,1.632,ci-in
Metz_2011_3681,PJC,1.671,ci-in
SB_216763,PJC,1.431,ci-in
PKC_beta_inhibitor,PJC,1.4268,ci-in
Metz_2011_3037,PM1,1.4874,co-in
Metz_2011_3049,PO5,1.377,ci-in
Metz_2011_1745,POX,1.3872,co-in
PP2,PP1,2.6142,ci-in
SHN_095,PP1,1.4964,ci-in
Metz_2011_2001,PP1,1.7868,ci-in
Metz_2011_2010,PP1,1.5312,ci-in
SHN_093,PP1,1.3854,ci-in
Metz_2011_2012,PP1,1.4742,ci-in
PP_242,PP1,1.7184,ci-in
Metz_2011_2043,PP1,1.4598,ci-in
Metz_2011_2020_2024,PP1,1.5,ci-in
Metz_2011_2047,PP1,1.3914,ci-in
Metz_2011_2044,PP1,1.3998,ci-in
Metz_2011_3267,PP1,1.3944,ci-in
Metz_2011_3160,PQC,1.7352,ci-in
Metz_2011_3161,PQC,1.6704,ci-in
Metz_2011_1202,PQC,1.3644,ci-in
ZG_10,PRC,1.9218,ci-out
Metz_2011_2461,PRC,1.3692,ci-out
Metz_2011_1254,PRC,1.4454,ci-out
Metz_2011_2688,PTV,1.5624,ci-in
Purvalanol_A,PVB,2.484,co-in
Metz_2011_2869,PVB,1.8432,co-in
Roscovitine,PVB,1.8432,co-in
Metz_2011_2868,PVB,1.74,co-in
WZ3105,PVB,1.773,co-in
Metz_2011_3573,PY1,1.6434,ci-in
Metz_2011_3444,PY1,1.4076,ci-in
Metz_2011_3625,PZW,1.7256,ci-in
NF_kB_Activation_Inhibitor,Q17,1.4274,ci-in
Metz_2011_2199,Q1A,1.4346,ci-out
Quizartinib,Q1A,1.4262,ci-out
Metz_2011_3522,Q1A,1.3806,ci-out
Northrup_2013_15,Q6W,2.0712,ci-in
Northrup_2013_5g,Q6W,2.1678,ci-in
MK_8033,Q6W,1.782,ci-in
Northrup_2013_13,Q6W,1.719,ci-in
Northrup_2013_16,Q6W,1.5798,ci-in
Northrup_2013_14,Q6W,1.6068,ci-in
Northrup_2013_11u,Q6W,1.6566,ci-in
Northrup_2013_11w,Q6W,1.6272,ci-in
Northrup_2013_11a,Q6W,1.566,ci-in
Northrup_2013_12,Q6W,1.4112,ci-in
Metz_2011_1866,Q7M,1.698,ci-out
Metz_2011_1853,Q7M,1.356,ci-out
Metz_2011_2672,Q7M,1.3836,ci-out
Metz_2011_2671,Q9G,1.464,ci-in
Metz_2011_2073,QBB,1.4802,ci-in
Metz_2011_1851,QBB,1.4028,ci-in
Miduturu_2011_B51,QC0,1.4232,ci-in
WH_4_025,QC0,1.3728,ci-in
Miduturu_2011_B49,QC0,1.3626,ci-in
SL0101,QCT,2.4234,nonspecific
Quercetagetin,QCT,1.8138,nonspecific
Metz_2011_3212,QCT,1.5588,nonspecific
Metz_2011_3214,QCT,1.5492,nonspecific
Metz_2011_2597,QIG,1.8276,ci-in
Metz_2011_3649,QIG,1.6152,ci-in
Metz_2011_1370,QIG,1.4736,ci-in
Metz_2011_3648,QIG,1.5474,ci-in
Metz_2011_1359,QIG,1.3788,ci-in
Metz_2011_1199,QIG,1.3794,ci-in
Metz_2011_1368,QIG,1.446,ci-in
Metz_2011_1314,QIG,1.4478,ci-in
Metz_2011_2867,QIG,1.4868,ci-in
Metz_2011_1660,QIV,1.7442,ci-in
Metz_2011_2579,QIV,1.5702,ci-in
Metz_2011_3312,QIV,1.56,ci-in
Metz_2011_1154,QIV,1.3572,ci-in
Metz_2011_1148,QIV,1.35,ci-in
Metz_2011_2835,QMN,1.3788,omega
Metz_2011_3276,QMN,1.395,omega
Metz_2011_2866,QNI,1.3662,ci-in
Metz_2011_3589,QPP,1.3926,nonspecific
Metz_2011_2597,QPP,1.5612,nonspecific
Metz_2011_2930,QPP,1.4286,nonspecific
Metz_2011_2867,QPP,1.4586,nonspecific
Metz_2011_1314,QPP,1.371,nonspecific
Metz_2011_2674,QPP,1.4028,nonspecific
Metz_2011_3649,QPP,1.3524,nonspecific
Metz_2011_2747,QQ1,1.362,co-out
Metz_2011_3049,QQ2,1.7166,ci-in
Metz_2011_3456,QUP,1.3782,ci-in
Metz_2011_2144,QWS,1.3968,co-in
Metz_2011_2138,QWS,1.3644,co-in
Metz_2011_2165,QWS,1.353,co-in
Metz_2011_1327,R0N,1.4586,co-in
Quizartinib,R39,1.602,ci-out
Metz_2011_2166,R39,1.7148,ci-out
Metz_2011_2138,R39,1.7196,ci-out
Metz_2011_2177,R39,1.6506,ci-out
Metz_2011_2165,R39,1.683,ci-out
Metz_2011_2144,R39,1.6986,ci-out
Metz_2011_2148,R39,1.713,ci-out
Metz_2011_2163,R39,1.6038,ci-out
Metz_2011_2178,R39,1.5678,ci-out
Metz_2011_2141,R39,1.7982,ci-out
Metz_2011_2156,R39,1.7922,ci-out
Metz_2011_3843,R39,1.3644,ci-out
Metz_2011_2152,R39,1.704,ci-out
Metz_2011_2155,R39,1.7268,ci-out
Metz_2011_2149,R39,1.7076,ci-out
Metz_2011_2157,R39,1.731,ci-out
Metz_2011_2159,R39,1.7004,ci-out
Metz_2011_2175,R39,1.62,ci-out
Metz_2011_2136,R39,1.668,ci-out
Metz_2011_2153,R39,1.668,ci-out
Metz_2011_2127,R39,1.6896,ci-out
Metz_2011_2131,R39,1.6974,ci-out
Metz_2011_2147,R39,1.6902,ci-out
Metz_2011_2164,R39,1.6254,ci-out
Metz_2011_2184,R39,1.6896,ci-out
Metz_2011_2158,R39,1.7382,ci-out
Metz_2011_2188,R39,1.6482,ci-out
Metz_2011_2139,R39,1.6512,ci-out
PD_174265,R48,1.3542,ci-out
Metz_2011_2144,R48,1.5534,ci-out
Metz_2011_2165,R48,1.5264,ci-out
Metz_2011_2138,R48,1.5204,ci-out
Metz_2011_2152,R48,1.701,ci-out
Metz_2011_2166,R48,1.4964,ci-out
Metz_2011_2127,R48,1.674,ci-out
Metz_2011_2155,R48,1.6872,ci-out
Metz_2011_2158,R48,1.644,ci-out
Metz_2011_2163,R48,1.5024,ci-out
Metz_2011_2149,R48,1.674,ci-out
Metz_2011_2157,R48,1.662,ci-out
Metz_2011_2159,R48,1.6632,ci-out
Metz_2011_2175,R48,1.7112,ci-out
Metz_2011_2136,R48,1.677,ci-out
Metz_2011_2153,R48,1.677,ci-out
Metz_2011_2139,R48,1.6686,ci-out
Metz_2011_2177,R48,1.4748,ci-out
Metz_2011_2131,R48,1.6548,ci-out
Metz_2011_2141,R48,1.6338,ci-out
Metz_2011_2147,R48,1.6482,ci-out
Metz_2011_2148,R48,1.4532,ci-out
Metz_2011_2184,R48,1.6488,ci-out
Metz_2011_2156,R48,1.6152,ci-out
Metz_2011_2188,R48,1.6584,ci-out
Metz_2011_2178,R48,1.4748,ci-out
Metz_2011_2164,R48,1.4172,ci-out
Metz_2011_3519,R48,1.3854,ci-out
Metz_2011_2152,R49,1.8678,ci-out
Metz_2011_2279,R49,1.395,ci-out
Metz_2011_2127,R49,1.8312,ci-out
Metz_2011_2155,R49,1.8336,ci-out
Metz_2011_2158,R49,1.791,ci-out
Metz_2011_2149,R49,1.8342,ci-out
Metz_2011_2157,R49,1.8204,ci-out
Metz_2011_2159,R49,1.8168,ci-out
Metz_2011_2175,R49,1.8582,ci-out
Metz_2011_2136,R49,1.8264,ci-out
Metz_2011_2153,R49,1.8264,ci-out
Metz_2011_2139,R49,1.8192,ci-out
Metz_2011_2131,R49,1.8132,ci-out
Metz_2011_2141,R49,1.788,ci-out
Metz_2011_2147,R49,1.8048,ci-out
Metz_2011_2184,R49,1.8,ci-out
Metz_2011_2156,R49,1.7712,ci-out
Metz_2011_2188,R49,1.8084,ci-out
Metz_2011_2163,R49,1.5378,ci-out
Metz_2011_2178,R49,1.5138,ci-out
Metz_2011_2144,R49,1.5354,ci-out
Metz_2011_2164,R49,1.4646,ci-out
Metz_2011_2165,R49,1.5102,ci-out
Metz_2011_2138,R49,1.5048,ci-out
Metz_2011_2166,R49,1.476,ci-out
Metz_2011_2148,R49,1.4346,ci-out
Metz_2011_2177,R49,1.4634,ci-out
XMD11_50,R4L,2.7366,ci-in
Miduturu_2011_B09,R4L,2.1816,ci-in
Miduturu_2011_B20,R4L,2.2584,ci-in
Miduturu_2011_B01,R4L,1.9608,ci-in
Miduturu_2011_B25,R4L,2.2626,ci-in
Miduturu_2011_B32,R4L,1.9512,ci-in
Miduturu_2011_B21,R4L,2.1618,ci-in
Miduturu_2011_B07,R4L,2.0094,ci-in
Miduturu_2011_B05,R4L,2.001,ci-in
Miduturu_2011_B49,R4L,1.9908,ci-in
Miduturu_2011_B06,R4L,2.0076,ci-in
Metz_2011_1306,R4L,1.9428,ci-in
Miduturu_2011_B08,R4L,1.9968,ci-in
Miduturu_2011_B02,R4L,1.863,ci-in
Miduturu_2011_B03,R4L,1.8864,ci-in
Miduturu_2011_B11,R4L,1.8894,ci-in
Miduturu_2011_B30,R4L,1.8768,ci-in
Metz_2011_1302,R4L,1.8612,ci-in
Miduturu_2011_B52,R4L,2.0064,ci-in
Miduturu_2011_B46,R4L,2.0532,ci-in
Miduturu_2011_B19,R4L,2.0634,ci-in
Miduturu_2011_B41,R4L,1.929,ci-in
Miduturu_2011_B53,R4L,2.0814,ci-in
Miduturu_2011_B38,R4L,1.9566,ci-in
Miduturu_2011_B40,R4L,1.8894,ci-in
Miduturu_2011_B39,R4L,1.9062,ci-in
Miduturu_2011_B28,R4L,1.8528,ci-in
Miduturu_2011_B44,R4L,1.7826,ci-in
Miduturu_2011_B37,R4L,1.8936,ci-in
Miduturu_2011_B12,R4L,1.7754,ci-in
Miduturu_2011_B51,R4L,1.9968,ci-in
Miduturu_2011_B04,R4L,1.7862,ci-in
Miduturu_2011_B24,R4L,2.0718,ci-in
Miduturu_2011_B31,R4L,1.7592,ci-in
Miduturu_2011_B17,R4L,1.761,ci-in
Miduturu_2011_B55,R4L,1.7616,ci-in
Miduturu_2011_B35,R4L,1.8474,ci-in
Miduturu_2011_B10,R4L,1.7928,ci-in
Miduturu_2011_B15,R4L,1.7388,ci-in
Miduturu_2011_B16,R4L,1.7382,ci-in
Miduturu_2011_B56,R4L,1.7448,ci-in
TAE_684,R4L,1.5654,ci-in
Miduturu_2011_B57,R4L,1.7454,ci-in
Miduturu_2011_B54,R4L,1.9176,ci-in
Miduturu_2011_B36,R4L,1.8138,ci-in
Miduturu_2011_B58,R4L,1.7256,ci-in
Miduturu_2011_B23,R4L,1.9734,ci-in
Miduturu_2011_B22,R4L,1.8996,ci-in
Miduturu_2011_B48,R4L,1.695,ci-in
Miduturu_2011_B13,R4L,1.6866,ci-in
Miduturu_2011_B14,R4L,1.7166,ci-in
Miduturu_2011_B33,R4L,1.7214,ci-in
Miduturu_2011_B34,R4L,1.7178,ci-in
XMD16_144,R4L,1.788,ci-in
Miduturu_2011_B29,R4L,1.5744,ci-in
Miduturu_2011_B60,R4L,1.599,ci-in
Miduturu_2011_B45,R4L,1.6176,ci-in
Miduturu_2011_B42,R4L,1.626,ci-in
Metz_2011_1212,R4L,1.5534,ci-in
Miduturu_2011_B50,R4L,1.6134,ci-in
WZ4002,R4L,1.3932,ci-in
Miduturu_2011_B18,R4L,1.5102,ci-in
Miduturu_2011_B26,R4L,1.5144,ci-in
WZ_4_49_8,R4L,1.4136,ci-in
XMD14_99,R4L,1.3932,ci-in
Miduturu_2011_B47,R4L,1.542,ci-in
Metz_2011_1216,R4L,1.362,ci-in
Metz_2011_3267,R4L,1.5738,ci-in
XMD15_27,R4L,1.4136,ci-in
Miduturu_2011_B43,R4L,1.4238,ci-in
Metz_2011_1286,R4L,1.5732,ci-in
WH_4_025,R4L,1.5648,ci-in
Metz_2011_3823_3824,R4L,1.4688,ci-in
WH_4_023,R4L,1.4898,ci-in
Metz_2011_3670,R4L,1.4178,ci-in
Metz_2011_3671,R4L,1.401,ci-in
WZ_7043,R4L,1.3704,ci-in
Metz_2011_2656,R4L,1.4424,ci-in
Metz_2011_2811,R4L,1.4226,ci-in
Metz_2011_2020_2024,R4L,1.4028,ci-in
Metz_2011_3681,R4L,1.365,ci-in
Metz_2011_1302,R78,2.8092,ci-in
Miduturu_2011_B08,R78,2.5032,ci-in
Miduturu_2011_B07,R78,2.4918,ci-in
Miduturu_2011_B06,R78,2.4528,ci-in
Metz_2011_1306,R78,2.2722,ci-in
Miduturu_2011_B05,R78,2.433,ci-in
Miduturu_2011_B37,R78,2.4066,ci-in
Miduturu_2011_B28,R78,2.2674,ci-in
Miduturu_2011_B38,R78,2.3136,ci-in
Miduturu_2011_B55,R78,2.3802,ci-in
Miduturu_2011_B56,R78,2.328,ci-in
Miduturu_2011_B57,R78,2.3442,ci-in
Miduturu_2011_B41,R78,2.3292,ci-in
Miduturu_2011_B39,R78,2.292,ci-in
Miduturu_2011_B58,R78,2.3334,ci-in
Miduturu_2011_B40,R78,2.2458,ci-in
Miduturu_2011_B11,R78,2.1324,ci-in
Miduturu_2011_B03,R78,2.0238,ci-in
Miduturu_2011_B10,R78,1.9794,ci-in
Miduturu_2011_B09,R78,2.1066,ci-in
Miduturu_2011_B01,R78,1.983,ci-in
XMD11_50,R78,1.9014,ci-in
Miduturu_2011_B30,R78,1.9212,ci-in
Miduturu_2011_B17,R78,1.9272,ci-in
Miduturu_2011_B12,R78,1.9242,ci-in
Miduturu_2011_B15,R78,1.9104,ci-in
Miduturu_2011_B16,R78,1.9242,ci-in
Miduturu_2011_B29,R78,1.7856,ci-in
Miduturu_2011_B32,R78,1.8864,ci-in
Miduturu_2011_B44,R78,1.908,ci-in
Miduturu_2011_B04,R78,1.9014,ci-in
Miduturu_2011_B13,R78,1.89,ci-in
Miduturu_2011_B20,R78,1.761,ci-in
Miduturu_2011_B02,R78,1.8714,ci-in
Miduturu_2011_B52,R78,1.707,ci-in
Miduturu_2011_B21,R78,1.7466,ci-in
Miduturu_2011_B31,R78,1.8024,ci-in
Miduturu_2011_B14,R78,1.8528,ci-in
Miduturu_2011_B25,R78,1.7502,ci-in
Miduturu_2011_B35,R78,1.749,ci-in
Miduturu_2011_B49,R78,1.6578,ci-in
Miduturu_2011_B53,R78,1.7472,ci-in
Miduturu_2011_B33,R78,1.8138,ci-in
Miduturu_2011_B26,R78,1.6656,ci-in
Miduturu_2011_B45,R78,1.8138,ci-in
Miduturu_2011_B46,R78,1.7178,ci-in
Miduturu_2011_B19,R78,1.6938,ci-in
Miduturu_2011_B42,R78,1.818,ci-in
Miduturu_2011_B34,R78,1.7736,ci-in
Miduturu_2011_B60,R78,1.743,ci-in
Miduturu_2011_B36,R78,1.6614,ci-in
Miduturu_2011_B24,R78,1.6806,ci-in
Miduturu_2011_B48,R78,1.5084,ci-in
Miduturu_2011_B18,R78,1.6368,ci-in
TAE_684,R78,1.3968,ci-in
Metz_2011_1212,R78,1.4232,ci-in
Miduturu_2011_B51,R78,1.5462,ci-in
Miduturu_2011_B23,R78,1.6206,ci-in
Miduturu_2011_B47,R78,1.5978,ci-in
WZ4002,R78,1.3758,ci-in
Miduturu_2011_B43,R78,1.6068,ci-in
Miduturu_2011_B54,R78,1.515,ci-in
Miduturu_2011_B22,R78,1.5138,ci-in
WZ_7043,R78,1.4118,ci-in
XMD15_27,R78,1.371,ci-in
WH_4_025,R78,1.4904,ci-in
XMD16_144,R78,1.395,ci-in
Metz_2011_1286,R78,1.491,ci-in
Metz_2011_3823_3824,R78,1.4046,ci-in
WH_4_023,R78,1.3872,ci-in
Metz_2011_3267,R78,1.4628,ci-in
Metz_2011_2656,R78,1.389,ci-in
Metz_2011_2811,R78,1.3932,ci-in
Metz_2011_3664,R94,1.3566,ci-in
Metz_2011_2056,R9P,1.4478,ci-in
ZG_10,RAJ,1.3944,ci-out
PD_174265,RBS,2.106,co-in
Metz_2011_2867,RBS,1.983,co-in
Src_Inhibitor_I,RBS,1.497,co-in
Metz_2011_1324,RBS,1.614,co-in
Metz_2011_1314,RBS,1.6944,co-in
Metz_2011_3319,RBS,1.3632,co-in
Tyrphostin_AG1478,RBS,1.3962,co-in
PD_158780,RBS,1.524,co-in
WHI_P154,RBS,1.3656,co-in
Metz_2011_2869,RC8,2.613,ci-in
Roscovitine,RC8,2.613,ci-in
Metz_2011_2868,RC8,2.2368,ci-in
Purvalanol_A,RC8,1.8498,ci-in
Purvalanol_B,RC8,1.7388,ci-in
WZ3105,RC8,1.5306,ci-in
Necrostatin_1,RCM,1.9296,co-out
Nectrostatin_1_inactive_analog,RCM,1.6362,co-out
Metz_2011_1368,REB,1.4826,ci-in
Metz_2011_2088,REB,1.5078,ci-in
Metz_2011_3196,REB,1.5972,ci-in
Metz_2011_1240,REB,1.4088,ci-in
Quercetagetin,REF,1.5168,ci-in
Metz_2011_3810,RFZ,1.512,ci-in
PLX_4720,RI8,1.5756,co-in
Vemurafenib,RI8,1.5552,co-in
PLX_4720,RI9,1.4448,co-in
Vemurafenib,RI9,1.4202,co-in
Metz_2011_3132,RJI,1.4016,co-in
Miduturu_2011_B22,RO6,1.4226,ci-in
Miduturu_2011_B54,RO6,1.3998,ci-in
WZ_7043,RO6,1.6146,ci-in
Metz_2011_1314,RO9,1.365,omega
Metz_2011_1184,RQQ,1.7106,ci-in
Metz_2011_1188,RQQ,1.5894,ci-in
Metz_2011_1269,RQQ,1.4652,ci-in
Metz_2011_1153,RQQ,1.5012,ci-in
Metz_2011_1143,RQQ,1.434,ci-in
Metz_2011_1156,RQQ,1.4202,ci-in
Metz_2011_1191,RQQ,1.4202,ci-in
Metz_2011_1147,RQQ,1.3518,ci-in
Metz_2011_2863,RQQ,1.3866,ci-in
Metz_2011_3607,RQQ,1.3602,ci-in
Metz_2011_2868,RRC,2.5374,ci-in
Purvalanol_A,RRC,1.9608,ci-in
Purvalanol_B,RRC,1.8432,ci-in
WZ3105,RRC,1.5936,ci-in
Metz_2011_2866,RRC,1.374,ci-in
Metz_2011_3014,RU5,1.5294,ci-in
Metz_2011_1526,RU5,1.4982,ci-in
Metz_2011_1522,RU5,1.5108,ci-in
Metz_2011_1532,RU5,1.3812,ci-in
Metz_2011_1528,RU5,1.4094,ci-in
Metz_2011_3014,RU9,1.6158,ci-in
Metz_2011_1526,RU9,1.5348,ci-in
Metz_2011_1522,RU9,1.5528,ci-in
Metz_2011_1532,RU9,1.4238,ci-in
Metz_2011_1528,RU9,1.4652,ci-in
Syk_Inhibitor,RYU,1.4442,co-in
PHA_665752,RYU,1.5546,co-in
SU11274,RYU,1.5486,co-in
SU6656,RYU,1.4784,co-in
Metz_2011_2472,RYU,1.3602,co-in
Metz_2011_2539,S03,1.791,nonspecific
Metz_2011_2540,S03,1.7556,nonspecific
Metz_2011_2538,S03,1.656,nonspecific
Metz_2011_2535,S03,1.6374,nonspecific
Metz_2011_2527,S03,1.5948,nonspecific
Metz_2011_2530,S03,1.5948,nonspecific
Metz_2011_3533,S03,1.3578,nonspecific
Metz_2011_3267,S03,1.359,nonspecific
Miduturu_2011_B53,S03,1.3518,nonspecific
Metz_2011_2079,S19,1.5558,ci-in
Metz_2011_2086,S19,1.4568,ci-in
Syk_Inhibitor_II,S19,1.7298,ci-in
Metz_2011_1251,S19,1.5372,ci-in
TAE_684,S22,1.9074,ci-in
WZ_4_49_8,S22,1.8624,ci-in
Miduturu_2011_B21,S22,1.5702,ci-in
Miduturu_2011_B35,S22,1.5252,ci-in
Miduturu_2011_B53,S22,1.5252,ci-in
Miduturu_2011_B12,S22,1.4688,ci-in
Miduturu_2011_B46,S22,1.4778,ci-in
Miduturu_2011_B55,S22,1.4622,ci-in
Metz_2011_1212,S22,1.362,ci-in
Miduturu_2011_B14,S22,1.4544,ci-in
Miduturu_2011_B33,S22,1.4658,ci-in
Miduturu_2011_B25,S22,1.4052,ci-in
Miduturu_2011_B49,S22,1.3692,ci-in
Miduturu_2011_B48,S22,1.3494,ci-in
Miduturu_2011_B24,S22,1.401,ci-in
Miduturu_2011_B42,S22,1.434,ci-in
Miduturu_2011_B20,S22,1.38,ci-in
Metz_2011_1216,S22,1.5006,ci-in
Miduturu_2011_B60,S22,1.3938,ci-in
Miduturu_2011_B19,S22,1.3692,ci-in
Miduturu_2011_B36,S22,1.3746,ci-in
Miduturu_2011_B13,S22,1.3884,ci-in
Miduturu_2011_B45,S22,1.386,ci-in
Miduturu_2011_B44,S22,1.3962,ci-in
Miduturu_2011_B52,S22,1.3614,ci-in
Miduturu_2011_B56,S22,1.3764,ci-in
Miduturu_2011_B10,S22,1.3536,ci-in
Metz_2011_1286,S22,1.38,ci-in
Princeton_TrkA_Inhibitor_Cpd_20h,S25,1.3596,ci-in
Metz_2011_3826,S3N,1.3758,ci-in
Metz_2011_2741,S69,1.4154,ci-in
Syk_Inhibitor_II,S91,1.8294,ci-in
Metz_2011_1202,S91,1.4946,ci-in
Metz_2011_1229,S91,1.4646,ci-in
Metz_2011_1243,S91,1.6572,ci-in
Metz_2011_1254,S91,1.7394,ci-in
Metz_2011_2079,S91,1.4022,ci-in
Metz_2011_1221,S91,1.4148,ci-in
Metz_2011_1253,S91,1.4214,ci-in
Metz_2011_1261,S91,1.4568,ci-in
Metz_2011_1239,S91,1.425,ci-in
Metz_2011_1242,S91,1.398,ci-in
Metz_2011_1248,S91,1.425,ci-in
Metz_2011_1200,S91,1.4154,ci-in
Metz_2011_1244,S91,1.4028,ci-in
Metz_2011_1267,S91,1.4958,ci-in
Metz_2011_3062,SAV,1.863,nonspecific
Metz_2011_3050,SAV,1.6512,nonspecific
Metz_2011_2443,SAV,1.539,nonspecific
Metz_2011_1252,SAV,1.5876,nonspecific
Metz_2011_1327,SAV,1.4196,nonspecific
Metz_2011_1326,SAV,1.6764,nonspecific
Metz_2011_1729,SAV,1.3752,nonspecific
Metz_2011_1312,SAV,1.446,nonspecific
Metz_2011_2088,SAV,1.5012,nonspecific
Metz_2011_1218,SAV,1.5798,nonspecific
Tamatinib,SAV,1.4196,nonspecific
Metz_2011_1368,SAV,1.3944,nonspecific
Metz_2011_1199,SAV,1.4826,nonspecific
Metz_2011_1194,SAV,1.3944,nonspecific
Metz_2011_1254,SAV,1.4178,nonspecific
Metz_2011_1201,SAV,1.4052,nonspecific
Metz_2011_1267,SAV,1.446,nonspecific
Metz_2011_1369,SAV,1.3512,nonspecific
Metz_2011_1745,SAV,1.383,nonspecific
Metz_2011_1246,SAV,1.41,nonspecific
Metz_2011_3169,SB0,2.5374,omega
SB_220025,SB0,2.0058,omega
Metz_2011_1989,SB0,1.407,omega
Metz_2011_1953,SB0,1.3872,omega
Metz_2011_3165,SB0,1.4682,omega
Metz_2011_1973,SB0,1.356,omega
